Date,Open,High,Low,Close,Volume
17/10/23 19:45,254.12,254.2,254.04,254.1,33501
17/10/23 19:30,254.2,254.2,254.05,254.11,23188
17/10/23 19:15,254.25,254.35,254.15,254.175,15775
17/10/23 19:00,254.3,254.38,254.15,254.32,10067
17/10/23 18:45,254.28,254.38,254.16,254.29,8573
17/10/23 18:30,254.33,254.38,254.15,254.23,8036
17/10/23 18:15,254.22,254.4,254.15,254.35,10933
17/10/23 18:00,254.1,254.22,254.06,254.152,17468
17/10/23 17:45,254.2,254.25,254.05,254.06,21215
17/10/23 17:30,254.33,254.37,254.13,254.2,18383
17/10/23 17:15,254.36,254.41,254.21,254.33,17963
17/10/23 17:00,254.53,254.85,254.2,254.305,36586
17/10/23 16:45,254.7,254.7,254.52,254.56,16808
17/10/23 16:30,254.58,254.8,254.46,254.675,26756
17/10/23 16:15,254.85,254.85,254.42,254.58,31573
17/10/23 16:00,254.87,255,254.4,254.45,3258678
17/10/23 15:45,254.06,255.01,253.92,254.85,3407450
17/10/23 15:30,254.96,255.06,253.95,254.06,2309626
17/10/23 15:15,254.742,255.56,254.742,254.92,2074391
17/10/23 15:00,254.96,255.205,247.91,254.778,2019693
17/10/23 14:45,255.69,256.219,254.616,254.96,2940037
17/10/23 14:30,255.13,255.73,254.54,255.69,2227889
17/10/23 14:15,254.802,255.44,254.7,255.13,2321350
17/10/23 14:00,254.33,255.17,254.03,254.82,2550617
17/10/23 13:45,254.648,254.995,253.69,254.29,2541214
17/10/23 13:30,254.404,254.78,253.673,254.642,2365392
17/10/23 13:15,254.568,255.14,254.37,254.41,2063912
17/10/23 13:00,255.91,256.005,254.51,254.57,2825688
17/10/23 12:45,256.74,256.79,255.56,255.89,2406331
17/10/23 12:30,255.98,257.183,255.71,256.74,3045460
17/10/23 12:15,256.78,256.93,255.66,256,3230930
17/10/23 12:00,254.96,256.92,254.83,256.754,4255027
17/10/23 11:45,254.05,255.09,253.89,254.94,3011268
17/10/23 11:30,253.84,254.75,253.4,254.06,3247611
17/10/23 11:15,253.91,254.376,253.33,253.822,3429926
17/10/23 11:00,253.53,254.14,252.78,253.91,3432887
17/10/23 10:45,252.747,253.87,252.61,253.52,4059740
17/10/23 10:30,251.03,252.89,250.8,252.7,4521070
17/10/23 10:15,251.055,251.89,250.62,251.031,4911189
17/10/23 10:00,248.59,251.57,248.36,251.033,6509067
17/10/23 9:45,249.25,250.08,247.08,248.592,6483572
17/10/23 9:30,250.1,251.4,248.73,249.28,7734272
17/10/23 9:15,251.24,251.35,249.85,250.1,391386
17/10/23 9:00,251.82,251.92,251.21,251.23,166350
17/10/23 8:45,252.44,252.44,251.61,251.82,159924
17/10/23 8:30,252.78,252.8,252.2,252.44,127485
17/10/23 8:15,252.7,253.92,252.6,252.8,40611
17/10/23 8:00,253.07,254.01,252.072,252.7,154391
17/10/23 7:45,253.01,253.08,252.67,253.06,34778
17/10/23 7:30,252.95,253.4,252.81,253.02,35685
17/10/23 7:15,252.95,253.1,252.67,252.95,13254
17/10/23 7:00,252.94,253.21,252.66,252.95,39577
17/10/23 6:45,252.61,253.06,252.43,252.9,23566
17/10/23 6:30,252.55,252.67,252.3,252.6,16497
17/10/23 6:15,252.74,252.74,252.25,252.5,16869
17/10/23 6:00,252.65,252.75,252.31,252.74,11912
17/10/23 5:45,252.6,252.87,252.5,252.65,7956
17/10/23 5:30,252.51,252.8,252.45,252.59,8714
17/10/23 5:15,252.58,252.88,252.5,252.5,12270
17/10/23 5:00,252.23,252.7,252.18,252.57,8861
17/10/23 4:45,252.15,252.32,252.01,252.27,12037
17/10/23 4:30,253.07,253.14,251.99,252.14,41629
17/10/23 4:15,253.52,253.58,253,253.1,12527
17/10/23 4:00,253.51,253.89,252.96,253.53,23868
16/10/23 19:45,253.205,253.35,253.12,253.22,32633
16/10/23 19:30,253.37,253.41,253.13,253.22,34386
16/10/23 19:15,253.43,253.47,252.28,253.39,18210
16/10/23 19:00,253.26,253.48,253.25,253.43,19011
16/10/23 18:45,253.58,253.58,253.21,253.23,22320
16/10/23 18:30,253.56,253.59,253.48,253.55,7077
16/10/23 18:15,253.63,253.63,253.52,253.53,11853
16/10/23 18:00,253.63,253.7,253.58,253.615,10347
16/10/23 17:45,253.73,253.77,253.61,253.63,13482
16/10/23 17:30,253.74,253.87,253.66,253.72,12771
16/10/23 17:15,253.62,253.92,253.6,253.74,12203
16/10/23 17:00,253.59,253.7,253.58,253.63,12588
16/10/23 16:45,253.52,253.688,253.41,253.6,32203
16/10/23 16:30,253.86,253.92,253.5,253.53,51251
16/10/23 16:15,253.86,254.41,253.64,253.86,54858
16/10/23 16:00,253.88,254.1,253.62,253.9,3752712
16/10/23 15:45,254.74,254.9,253.68,253.88,3499794
16/10/23 15:30,255,255.228,254.53,254.767,2329047
16/10/23 15:15,253.97,255.01,253.93,255,2159675
16/10/23 15:00,254.97,254.99,253.78,253.96,2262280
16/10/23 14:45,254.726,255.18,254.39,254.98,2307748
16/10/23 14:30,254.55,254.94,254.12,254.74,2450159
16/10/23 14:15,254.69,255.4,254.21,254.566,3542351
16/10/23 14:00,253.24,254.88,253.1,254.7,3500625
16/10/23 13:45,252.68,253.39,252.51,253.23,2399811
16/10/23 13:30,251.96,252.75,251.71,252.68,1732079
16/10/23 13:15,252.902,253.25,250.82,251.95,3064221
16/10/23 13:00,252.75,253.38,252.65,252.917,1999556
16/10/23 12:45,252.875,253.26,252.28,252.748,2076740
16/10/23 12:30,253,253.18,252.56,252.871,1758504
16/10/23 12:15,252.622,253.14,252.39,253.011,2213399
16/10/23 12:00,252.05,253.05,251.58,252.623,2607076
16/10/23 11:45,251.779,252.29,251.5,252.04,2119527
16/10/23 11:30,252.36,252.896,251.45,251.78,2736355
16/10/23 11:15,253.18,253.87,251.87,252.41,3635395
16/10/23 11:00,253.22,253.5,252.53,253.135,2910194
16/10/23 10:45,252.79,253.36,252.21,253.2,3022147
16/10/23 10:30,253.1,253.68,250,252.79,4171258
16/10/23 10:15,252.54,253.146,251.77,253.097,4105873
16/10/23 10:00,251.53,253.25,250.91,252.479,5512374
16/10/23 9:45,251.99,252.9,250.4,251.55,6501550
16/10/23 9:30,250.05,254.17,248.48,251.99,9921921
16/10/23 9:15,250.05,257.41,249.65,250.01,235745
16/10/23 9:00,249.415,250.16,249.15,250.05,147143
16/10/23 8:45,249.17,250,249.08,249.362,182653
16/10/23 8:30,248.41,249.44,248.25,249.17,141008
16/10/23 8:15,248,248.6,247.93,248.41,80372
16/10/23 8:00,249.12,252.5,247.5,247.995,354034
16/10/23 7:45,248.46,248.7,248.07,248.37,61014
16/10/23 7:30,248.07,248.57,247.78,248.46,65426
16/10/23 7:15,248.12,248.29,247.52,248.04,79140
16/10/23 7:00,249.08,249.23,247.83,248.09,126377
16/10/23 6:45,248.85,249.17,248.69,249.09,27096
16/10/23 6:30,248.69,248.94,248.62,248.88,10285
16/10/23 6:15,248.73,248.98,248.55,248.69,17377
16/10/23 6:00,248.61,248.76,248.15,248.72,20748
16/10/23 5:45,248.45,248.75,248.37,248.59,13675
16/10/23 5:30,248.25,248.52,248.2,248.47,22664
16/10/23 5:15,248.26,248.5,248.15,248.24,27761
16/10/23 5:00,248.39,248.46,248.1,248.22,18806
16/10/23 4:45,248.95,249.26,248.16,248.4,51301
16/10/23 4:30,249.11,249.34,248.8,248.95,32979
16/10/23 4:15,248.05,249.19,247.71,249.15,79084
16/10/23 4:00,250.77,251.29,247.82,248.05,124293
13/10/23 19:45,251.06,251.23,251,251.025,59301
13/10/23 19:30,251.14,251.15,251,251.05,30385
13/10/23 19:15,251.19,251.26,251.12,251.15,14591
13/10/23 19:00,251.25,251.28,251.1,251.175,38596
13/10/23 18:45,251.27,251.3,251.17,251.24,22417
13/10/23 18:30,251.22,251.46,251.14,251.25,26669
13/10/23 18:15,251.39,251.41,251.14,251.22,26064
13/10/23 18:00,251.4,251.8,251.31,251.38,34488
13/10/23 17:45,251.95,252,251.4,251.44,34394
13/10/23 17:30,251.53,252.15,251.52,251.97,54348
13/10/23 17:15,251.36,251.55,251.32,251.53,30649
13/10/23 17:00,251.275,251.48,251.25,251.32,37762
13/10/23 16:45,251.2,251.4,251.2,251.28,37252
13/10/23 16:30,251.1,251.29,251.09,251.23,50901
13/10/23 16:15,251.09,251.23,251.03,251.1,43135
13/10/23 16:00,251.13,264.72,250.75,251.12,3769439
13/10/23 15:45,250.52,251.46,250.52,251.13,4708401
13/10/23 15:30,251.43,251.7,250.22,250.52,2674572
13/10/23 15:15,252.12,252.185,251.16,251.405,2233898
13/10/23 15:00,250.99,252.48,250.22,252.15,3378915
13/10/23 14:45,250.88,251.316,250.43,250.97,2219143
13/10/23 14:30,250.73,251.77,250.65,250.873,2600268
13/10/23 14:15,251.45,251.74,250.384,250.722,2925159
13/10/23 14:00,251.7,252.009,251.08,251.45,2095979
13/10/23 13:45,251.75,252.27,251.51,251.69,2189679
13/10/23 13:30,251.53,252.493,250.79,251.74,3395566
13/10/23 13:15,252.528,253.14,251.52,251.527,2666792
13/10/23 13:00,253.19,253.4,252.46,252.544,2300580
13/10/23 12:45,253.6,253.92,252.692,253.212,2325901
13/10/23 12:30,253.837,254.399,253.34,253.585,2311088
13/10/23 12:15,252.62,254.36,252.62,253.82,3234405
13/10/23 12:00,253.028,253.44,252.45,252.624,2932940
13/10/23 11:45,253.454,253.94,252.72,253.04,3195710
13/10/23 11:30,253.51,254.09,252.91,253.48,3661792
13/10/23 11:15,254.69,254.69,253.02,253.49,4083303
13/10/23 11:00,254.1,255.06,253.624,254.65,4324144
13/10/23 10:45,255.02,255.279,253.35,254.12,5106078
13/10/23 10:30,255.23,256.38,254.58,255.043,5052756
13/10/23 10:15,256.62,257.38,254.89,255.24,6409015
13/10/23 10:00,257.81,257.85,256.12,256.57,6159670
13/10/23 9:45,257.555,259.33,256.7,257.88,7183768
13/10/23 9:30,258.9,259.6,256.07,257.537,8658757
13/10/23 9:15,259.03,259.09,258.35,258.88,185940
13/10/23 9:00,258.6,259.15,258.5,259.06,209844
13/10/23 8:45,258.15,258.79,257.81,258.6,166714
13/10/23 8:30,257.319,258.87,257.23,258.12,180362
13/10/23 8:15,256.75,257.45,256.68,257.26,79818
13/10/23 8:00,256.7,259.93,255.837,256.74,168742
13/10/23 7:45,256.87,257.1,256.64,256.97,28870
