timestamp,open,high,low,close,volume
2023-10-17 19:59:00,254.0900,254.2000,254.0700,254.1000,4921
2023-10-17 19:58:00,254.0600,254.1000,254.0600,254.0800,1971
2023-10-17 19:57:00,254.0800,254.1000,254.0500,254.0900,5163
2023-10-17 19:56:00,254.0600,254.0800,254.0600,254.0800,2301
2023-10-17 19:55:00,254.0900,254.1000,254.0600,254.0800,1673
2023-10-17 19:54:00,254.0700,254.1000,254.0600,254.0900,4151
2023-10-17 19:53:00,254.0700,254.0700,254.0500,254.0700,480
2023-10-17 19:52:00,254.0400,254.0700,254.0400,254.0700,1580
2023-10-17 19:51:00,254.0500,254.0500,254.0400,254.0500,2131
2023-10-17 19:50:00,254.0700,254.0800,254.0400,254.0400,1351
2023-10-17 19:49:00,254.0600,254.0800,254.0400,254.0800,706
2023-10-17 19:48:00,254.0600,254.0900,254.0500,254.0700,1575
2023-10-17 19:47:00,254.0900,254.1100,254.0750,254.0750,1722
2023-10-17 19:46:00,254.1000,254.1100,254.0900,254.1000,1827
2023-10-17 19:45:00,254.1200,254.1200,254.1000,254.1000,1949
2023-10-17 19:44:00,254.1200,254.1200,254.1000,254.1100,434
2023-10-17 19:43:00,254.1400,254.1400,254.1000,254.1200,1309
2023-10-17 19:42:00,254.1000,254.1400,254.0800,254.1400,2705
2023-10-17 19:41:00,254.1600,254.1700,254.0900,254.0900,1519
2023-10-17 19:40:00,254.0900,254.1500,254.0800,254.1500,3268
2023-10-17 19:39:00,254.1000,254.1000,254.0500,254.0900,994
2023-10-17 19:38:00,254.0800,254.1000,254.0500,254.1000,1242
2023-10-17 19:37:00,254.1500,254.1700,254.0500,254.0800,4880
2023-10-17 19:36:00,254.1500,254.1800,254.1500,254.1500,2604
2023-10-17 19:35:00,254.1700,254.1800,254.1500,254.1800,857
2023-10-17 19:34:00,254.1650,254.1800,254.1500,254.1700,175
2023-10-17 19:33:00,254.1700,254.1800,254.1500,254.1800,290
2023-10-17 19:32:00,254.1800,254.1800,254.1500,254.1600,565
2023-10-17 19:31:00,254.1750,254.2000,254.1500,254.1650,1809
2023-10-17 19:30:00,254.2000,254.2000,254.1500,254.1750,537
2023-10-17 19:29:00,254.1600,254.2000,254.1600,254.1750,643
2023-10-17 19:28:00,254.2000,254.2300,254.1900,254.2000,261
2023-10-17 19:27:00,254.1800,254.2400,254.1600,254.2300,770
2023-10-17 19:26:00,254.1600,254.2400,254.1500,254.2000,1533
2023-10-17 19:25:00,254.1700,254.2000,254.1500,254.1800,2936
2023-10-17 19:24:00,254.2000,254.2500,254.1700,254.2100,204
2023-10-17 19:23:00,254.1500,254.2500,254.1500,254.2100,416
2023-10-17 19:22:00,254.2000,254.2050,254.1500,254.1700,615
2023-10-17 19:21:00,254.2250,254.2500,254.2000,254.2000,577
2023-10-17 19:20:00,254.2400,254.2500,254.2200,254.2400,2591
2023-10-17 19:19:00,254.2200,254.2500,254.2000,254.2400,1740
2023-10-17 19:18:00,254.2000,254.2500,254.2000,254.2200,996
2023-10-17 19:17:00,254.2000,254.2500,254.2000,254.2400,698
2023-10-17 19:16:00,254.2250,254.2500,254.2000,254.2400,49
2023-10-17 19:15:00,254.2500,254.3500,254.2500,254.2500,1746
2023-10-17 19:14:00,254.3400,254.3700,254.2300,254.3200,82
2023-10-17 19:13:00,254.3400,254.3800,254.2000,254.2000,1823
2023-10-17 19:12:00,254.1800,254.3800,254.1800,254.3800,911
2023-10-17 19:11:00,254.2200,254.2900,254.2000,254.2200,268
2023-10-17 19:10:00,254.2100,254.2900,254.1800,254.1800,700
2023-10-17 19:09:00,254.1850,254.2100,254.1800,254.2050,423
2023-10-17 19:08:00,254.2000,254.2350,254.1600,254.1600,300
2023-10-17 19:07:00,254.2100,254.2900,254.1600,254.2700,992
2023-10-17 19:06:00,254.2600,254.2600,254.1800,254.2100,269
2023-10-17 19:05:00,254.3800,254.3800,254.1800,254.1800,1207
2023-10-17 19:04:00,254.2300,254.3800,254.1600,254.3800,595
2023-10-17 19:03:00,254.2000,254.2700,254.1500,254.2300,1266
2023-10-17 19:02:00,254.3050,254.3050,254.2300,254.2500,122
2023-10-17 19:01:00,254.3800,254.3800,254.2000,254.3050,717
2023-10-17 19:00:00,254.3000,254.3400,254.2000,254.2000,392
2023-10-17 18:59:00,254.2000,254.3800,254.2000,254.2900,526
2023-10-17 18:58:00,254.2500,254.2800,254.2000,254.2800,218
2023-10-17 18:57:00,254.2000,254.2800,254.2000,254.2300,519
2023-10-17 18:56:00,254.2200,254.2500,254.2000,254.2020,438
2023-10-17 18:55:00,254.2450,254.2900,254.2200,254.2200,32
2023-10-17 18:54:00,254.2800,254.3000,254.2000,254.2000,182
2023-10-17 18:53:00,254.2700,254.3400,254.2000,254.2000,329
2023-10-17 18:52:00,254.3300,254.3500,254.2000,254.2000,265
2023-10-17 18:51:00,254.2800,254.3300,254.2000,254.3300,352
2023-10-17 18:50:00,254.2800,254.2900,254.2800,254.2800,282
2023-10-17 18:49:00,254.2000,254.3700,254.1600,254.2850,1768
2023-10-17 18:48:00,254.3050,254.3050,254.1600,254.2000,1023
2023-10-17 18:47:00,254.2000,254.3100,254.2000,254.3050,1796
2023-10-17 18:46:00,254.2000,254.2500,254.2000,254.2500,217
2023-10-17 18:45:00,254.2800,254.2800,254.2000,254.2200,626
2023-10-17 18:44:00,254.2850,254.2850,254.2200,254.2300,377
2023-10-17 18:43:00,254.2200,254.2850,254.2200,254.2700,524
2023-10-17 18:42:00,254.2200,254.2700,254.2200,254.2350,435
2023-10-17 18:41:00,254.2750,254.3800,254.1700,254.2200,91
2023-10-17 18:40:00,254.3100,254.3500,254.2000,254.3500,1060
2023-10-17 18:39:00,254.3000,254.3500,254.3000,254.3500,262
2023-10-17 18:38:00,254.3500,254.3500,254.2500,254.2500,168
2023-10-17 18:37:00,254.2900,254.3800,254.2200,254.3400,789
2023-10-17 18:36:00,254.2900,254.3690,254.2200,254.2300,1027
2023-10-17 18:35:00,254.2550,254.2900,254.2200,254.2200,202
2023-10-17 18:34:00,254.1500,254.2900,254.1500,254.2200,530
2023-10-17 18:33:00,254.2900,254.2900,254.1600,254.2550,512
2023-10-17 18:32:00,254.2500,254.2900,254.1700,254.2000,770
2023-10-17 18:31:00,254.2700,254.2900,254.1700,254.2300,507
2023-10-17 18:30:00,254.3300,254.3800,254.2700,254.2800,782
2023-10-17 18:29:00,254.3200,254.3770,254.3000,254.3500,166
2023-10-17 18:28:00,254.3420,254.3800,254.3000,254.3800,788
2023-10-17 18:27:00,254.3100,254.3500,254.2700,254.3300,247
2023-10-17 18:26:00,254.3500,254.3900,254.3000,254.3100,1092
2023-10-17 18:25:00,254.3900,254.3900,254.3300,254.3500,486
2023-10-17 18:24:00,254.3400,254.4000,254.3300,254.3900,1253
2023-10-17 18:23:00,254.3400,254.3900,254.3000,254.3600,436
2023-10-17 18:22:00,254.2800,254.3900,254.2500,254.3300,1836
2023-10-17 18:21:00,254.2600,254.2900,254.2400,254.2800,1029
2023-10-17 18:20:00,254.2150,254.2500,254.2000,254.2300,1151
2023-10-17 18:19:00,254.2000,254.2500,254.1600,254.2150,1450
2023-10-17 18:18:00,254.1700,254.2000,254.1500,254.1800,305
2023-10-17 18:17:00,254.1500,254.1800,254.1500,254.1700,505
2023-10-17 18:16:00,254.1750,254.2000,254.1500,254.1500,17
2023-10-17 18:15:00,254.2200,254.2200,254.1500,254.1750,172
2023-10-17 18:14:00,254.2000,254.2000,254.1500,254.1520,514
2023-10-17 18:13:00,254.1900,254.2100,254.1500,254.2000,491
2023-10-17 18:12:00,254.2200,254.2200,254.1500,254.2200,2048
2023-10-17 18:11:00,254.1950,254.2200,254.1700,254.1950,393
2023-10-17 18:10:00,254.1800,254.2200,254.1200,254.2200,306
2023-10-17 18:09:00,254.1600,254.2100,254.1200,254.1200,4365
2023-10-17 18:08:00,254.1700,254.2100,254.1200,254.1500,205
2023-10-17 18:07:00,254.1800,254.2100,254.1200,254.1200,637
2023-10-17 18:06:00,254.1800,254.2000,254.1500,254.1650,148
2023-10-17 18:05:00,254.2200,254.2200,254.1200,254.1700,434
2023-10-17 18:04:00,254.2000,254.2200,254.1100,254.1300,1456
2023-10-17 18:03:00,254.1600,254.2200,254.1100,254.1700,43
2023-10-17 18:02:00,254.1600,254.2200,254.1100,254.1100,182
2023-10-17 18:01:00,254.2000,254.2200,254.1000,254.1000,2224
2023-10-17 18:00:00,254.1000,254.2100,254.0600,254.2000,4022
2023-10-17 17:59:00,254.0800,254.1300,254.0500,254.0600,1779
2023-10-17 17:58:00,254.1400,254.1400,254.0500,254.0600,5100
2023-10-17 17:57:00,254.1900,254.1900,254.1300,254.1300,736
2023-10-17 17:56:00,254.1900,254.1900,254.1300,254.1800,215
2023-10-17 17:55:00,254.2250,254.2400,254.1300,254.1300,1527
2023-10-17 17:54:00,254.2150,254.2250,254.2100,254.2100,538
2023-10-17 17:53:00,254.2110,254.2500,254.2100,254.2150,2057
2023-10-17 17:52:00,254.2200,254.2250,254.2100,254.2200,305
2023-10-17 17:51:00,254.2100,254.2300,254.2000,254.2110,608
2023-10-17 17:50:00,254.2200,254.2200,254.2000,254.2000,748
2023-10-17 17:49:00,254.2400,254.2500,254.2000,254.2350,663
2023-10-17 17:48:00,254.2200,254.2500,254.2000,254.2500,1197
2023-10-17 17:47:00,254.2100,254.2500,254.2000,254.2350,2488
2023-10-17 17:46:00,254.2400,254.2400,254.2000,254.2000,2484
2023-10-17 17:45:00,254.2000,254.2500,254.2000,254.2200,770
2023-10-17 17:44:00,254.2300,254.2600,254.2000,254.2000,298
2023-10-17 17:43:00,254.2300,254.2600,254.2000,254.2200,1924
2023-10-17 17:42:00,254.1800,254.3000,254.1800,254.2150,509
2023-10-17 17:41:00,254.1600,254.2600,254.1600,254.2400,1511
2023-10-17 17:40:00,254.2000,254.2000,254.1400,254.1900,821
2023-10-17 17:39:00,254.2000,254.2300,254.1400,254.1700,668
2023-10-17 17:38:00,254.2000,254.2300,254.1540,254.2000,462
2023-10-17 17:37:00,254.1700,254.2300,254.1500,254.2000,1065
2023-10-17 17:36:00,254.2000,254.2100,254.1300,254.1650,2230
2023-10-17 17:35:00,254.1900,254.2400,254.1600,254.2200,760
2023-10-17 17:34:00,254.1600,254.2500,254.1600,254.1900,918
2023-10-17 17:33:00,254.2300,254.2500,254.1300,254.1900,5091
2023-10-17 17:32:00,254.2800,254.3000,254.2000,254.2600,1335
2023-10-17 17:31:00,254.2900,254.3700,254.2600,254.3300,192
2023-10-17 17:30:00,254.3300,254.3300,254.2500,254.3000,599
2023-10-17 17:29:00,254.2500,254.4000,254.2500,254.3300,6096
2023-10-17 17:28:00,254.3250,254.3500,254.2500,254.3250,254
2023-10-17 17:27:00,254.3900,254.4100,254.3500,254.3700,108
2023-10-17 17:26:00,254.3000,254.4090,254.3000,254.3700,393
2023-10-17 17:25:00,254.3000,254.4000,254.3000,254.3500,1218
2023-10-17 17:24:00,254.2900,254.3500,254.2300,254.3300,1719
2023-10-17 17:23:00,254.3100,254.3500,254.2300,254.2300,1420
2023-10-17 17:22:00,254.3250,254.3300,254.3000,254.3000,1319
2023-10-17 17:21:00,254.3200,254.3500,254.3000,254.3250,911
2023-10-17 17:20:00,254.3000,254.3500,254.3000,254.3250,376
2023-10-17 17:19:00,254.3200,254.3600,254.3000,254.3200,400
2023-10-17 17:18:00,254.3000,254.3400,254.3000,254.3000,424
2023-10-17 17:17:00,254.2970,254.3700,254.2970,254.3560,547
2023-10-17 17:16:00,254.2900,254.3700,254.2800,254.3000,1617
2023-10-17 17:15:00,254.3600,254.3600,254.2100,254.3100,1161
2023-10-17 17:14:00,254.2600,254.3600,254.2400,254.3050,1385
2023-10-17 17:13:00,254.3350,254.4200,254.2500,254.3100,422
2023-10-17 17:12:00,254.4000,254.5000,254.2000,254.2500,17268
2023-10-17 17:11:00,254.4400,254.4700,254.4000,254.4100,1610
2023-10-17 17:10:00,254.4900,254.4980,254.4400,254.4400,116
2023-10-17 17:09:00,254.4400,254.5000,254.4400,254.4750,783
2023-10-17 17:08:00,254.4800,254.4900,254.4400,254.4410,332
2023-10-17 17:07:00,254.4800,254.4900,254.4200,254.4400,525
2023-10-17 17:06:00,254.4300,254.4900,254.4100,254.4900,1193
2023-10-17 17:05:00,254.4000,254.4500,254.4000,254.4300,488
2023-10-17 17:04:00,254.4550,254.5000,254.4100,254.5000,1235
2023-10-17 17:03:00,254.4500,254.8500,254.4110,254.4500,6154
2023-10-17 17:02:00,254.4300,254.5000,254.4300,254.4300,607
2023-10-17 17:01:00,254.5100,254.5600,254.4300,254.5000,950
2023-10-17 17:00:00,254.5300,254.6000,254.4500,254.4950,3518
2023-10-17 16:59:00,254.5400,254.6000,254.5200,254.5600,174
