timestamp,open,high,low,close,volume
2022-01-03 09:30:00,177.87,180.84,177.71,180.595,7013315
2022-01-03 09:45:00,180.6,180.93,179.4,180.45,5570955
2022-01-03 10:00:00,180.46,181.43,180.2713,181.2299,5405851
2022-01-03 10:15:00,181.225,181.26,180.49,180.84,3071069
2022-01-03 10:30:00,180.85,181.21,180.57,180.78,2443114
2022-01-03 10:45:00,180.775,181.2301,180.76,180.96,1897286
2022-01-03 11:00:00,180.95,181.0099,180.39,180.82,2040473
2022-01-03 11:15:00,180.82,181.77,180.7,181.75,3310913
2022-01-03 11:30:00,181.75,181.77,181.14,181.4844,2256711
2022-01-03 11:45:00,181.4809,181.7685,181.35,181.47,1801739
2022-01-03 12:00:00,181.47,181.52,181.075,181.29,1477600
2022-01-03 12:15:00,181.285,181.695,181.285,181.6,1504647
2022-01-03 12:30:00,181.595,182.1675,181.49,182.02,2756273
2022-01-03 12:45:00,182.0201,182.1,181.65,181.69,1518300
2022-01-03 13:00:00,181.6904,182.1,181.64,182.01,1477424
2022-01-03 13:15:00,182.01,182.279,181.96,182.2297,1715977
2022-01-03 13:30:00,182.225,182.86,182.21,182.835,3361254
2022-01-03 13:45:00,182.8365,182.88,182.3,182.365,2837175
2022-01-03 14:00:00,182.3742,182.465,182.01,182.11,2189957
2022-01-03 14:15:00,182.1199,182.31,181.81,181.865,1923232
2022-01-03 14:30:00,181.86,182.29,181.66,182.19,2153265
2022-01-03 14:45:00,182.2,182.2548,181.87,181.88,1399188
2022-01-03 15:00:00,181.87,182.2,181.71,182.1399,1785410
2022-01-03 15:15:00,182.13,182.1495,181.8701,182.145,1660017
2022-01-03 15:30:00,182.15,182.15,181.36,181.53,3105182
2022-01-03 15:45:00,181.52,182.01,181.195,182.0,6151793
2022-01-04 09:30:00,182.63,182.94,181.49,182.14,6761812
2022-01-04 09:45:00,182.15,182.85,181.7,182.27,4792093
2022-01-04 10:00:00,182.27,182.39,181.5519,181.88,3960664
2022-01-04 10:15:00,181.885,182.42,181.5,182.4,3792231
2022-01-04 10:30:00,182.385,182.6799,181.76,181.88,3528696
2022-01-04 10:45:00,181.87,182.3002,180.97,181.01,3515610
2022-01-04 11:00:00,181.02,181.05,179.47,180.52,6085781
2022-01-04 11:15:00,180.515,180.61,179.51,179.94,2827988
2022-01-04 11:30:00,179.94,180.21,179.68,179.955,2393009
2022-01-04 11:45:00,179.95,180.2,179.62,179.815,2214345
2022-01-04 12:00:00,179.815,180.015,179.2,179.93,2982645
2022-01-04 12:15:00,179.9377,180.37,179.91,180.03,1818762
2022-01-04 12:30:00,180.02,180.05,179.5501,179.6001,1442136
2022-01-04 12:45:00,179.605,179.82,179.25,179.325,1464636
2022-01-04 13:00:00,179.3276,179.79,179.22,179.57,1326883
2022-01-04 13:15:00,179.58,179.98,179.38,179.5,1290183
2022-01-04 13:30:00,179.5,179.55,179.12,179.525,1540986
2022-01-04 13:45:00,179.52,179.7393,179.37,179.4516,1221773
2022-01-04 14:00:00,179.4588,179.75,179.43,179.61,1455789
2022-01-04 14:15:00,179.61,179.65,179.31,179.497,1311680
2022-01-04 14:30:00,179.49,179.9782,179.48,179.86,1572610
2022-01-04 14:45:00,179.86,180.18,179.75,180.0,1688857
2022-01-04 15:00:00,180.0,180.5,179.975,180.325,2021382
2022-01-04 15:15:00,180.33,180.4,180.01,180.11,1958350
2022-01-04 15:30:00,180.11,180.15,179.86,180.05,1827769
2022-01-04 15:45:00,180.05,180.48,179.62,179.69,4287794
2022-01-05 09:30:00,179.62,180.17,178.11,178.8936,5390070
2022-01-05 09:45:00,178.88,179.33,177.56,179.29,3355874
2022-01-05 10:00:00,179.28,179.48,178.35,178.44,2920550
2022-01-05 10:15:00,178.44,179.0,177.97,178.93,2875966
2022-01-05 10:30:00,178.92,178.93,178.11,178.43,1937860
2022-01-05 10:45:00,178.42,178.75,178.1,178.725,1571330
2022-01-05 11:00:00,178.74,178.955,178.53,178.86,1401266
2022-01-05 11:15:00,178.87,179.33,178.86,179.305,1653144
2022-01-05 11:30:00,179.31,179.431,178.61,178.63,1698780
2022-01-05 11:45:00,178.64,178.995,178.56,178.81,1382088
2022-01-05 12:00:00,178.801,179.1099,178.6,178.97,1245443
2022-01-05 12:15:00,178.96,179.25,178.87,179.13,1236043
2022-01-05 12:30:00,179.12,179.1299,178.45,178.55,1715265
2022-01-05 12:45:00,178.55,178.74,178.25,178.3472,1562335
2022-01-05 13:00:00,178.3345,178.37,177.67,178.095,2327616
2022-01-05 13:15:00,178.0911,178.44,178.09,178.27,1500071
2022-01-05 13:30:00,178.27,178.55,178.26,178.325,1081156
2022-01-05 13:45:00,178.325,178.43,178.0,178.04,949548
2022-01-05 14:00:00,178.0482,178.72,177.09,177.3584,3522141
2022-01-05 14:15:00,177.35,177.64,176.9,177.09,3034653
2022-01-05 14:30:00,177.09,177.4,176.27,176.3599,2730579
2022-01-05 14:45:00,176.34,176.78,176.1,176.505,2496399
2022-01-05 15:00:00,176.51,176.55,175.26,176.2974,4180129
2022-01-05 15:15:00,176.29,176.62,175.88,176.3403,3248148
2022-01-05 15:30:00,176.35,176.84,176.2,176.36,3631817
2022-01-05 15:45:00,176.37,176.47,174.64,174.835,9466469
2022-01-06 09:30:00,172.7,175.28,172.11,175.21,8178850
2022-01-06 09:45:00,175.2,175.3,173.62,173.979,4133074
