timestamp,open,high,low,close,volume
2023-01-03 09:30:00,130.25,130.9,129.44,129.885,7092582
2023-01-03 09:45:00,129.88,130.13,126.88,126.9336,6031150
2023-01-03 10:00:00,126.94,127.3,125.7801,125.915,4751302
2023-01-03 10:15:00,125.92,126.055,125.23,125.46,4607743
2023-01-03 10:30:00,125.46,125.78,125.05,125.35,4825857
2023-01-03 10:45:00,125.3692,125.725,125.23,125.595,3326033
2023-01-03 11:00:00,125.595,125.87,124.73,124.827,4858972
2023-01-03 11:15:00,124.83,125.46,124.7607,125.345,2773011
2023-01-03 11:30:00,125.3502,125.37,124.83,124.966,2546604
2023-01-03 11:45:00,124.96,124.99,124.49,124.7425,3044469
2023-01-03 12:00:00,124.75,125.055,124.69,124.9799,2027857
2023-01-03 12:15:00,124.98,124.985,124.3491,124.66,2260197
2023-01-03 12:30:00,124.66,124.94,124.5604,124.66,1632983
2023-01-03 12:45:00,124.655,124.7,124.35,124.59,1995756
2023-01-03 13:00:00,124.5999,124.76,124.21,124.285,1700993
2023-01-03 13:15:00,124.29,124.74,124.19,124.6499,1892722
2023-01-03 13:30:00,124.6699,124.83,124.51,124.62,1525935
2023-01-03 13:45:00,124.61,124.84,124.19,124.815,2134910
2023-01-03 14:00:00,124.82,125.0,124.62,124.6697,1688964
2023-01-03 14:15:00,124.67,124.82,124.42,124.57,1509326
2023-01-03 14:30:00,124.578,124.86,124.17,124.81,2152954
2023-01-03 14:45:00,124.82,125.33,124.44,124.6283,3196386
2023-01-03 15:00:00,124.63,124.82,124.4,124.7,2165456
2023-01-03 15:15:00,124.71,125.03,124.54,124.62,2645981
2023-01-03 15:30:00,124.63,125.0,124.625,124.98,2933961
2023-01-03 15:45:00,124.99,125.42,124.81,125.05,6493878
2023-01-04 09:30:00,126.89,127.555,126.13,126.1637,8179169
2023-01-04 09:45:00,126.165,126.8575,125.94,126.66,4056481
2023-01-04 10:00:00,126.64,127.34,125.08,125.72,5121969
2023-01-04 10:15:00,125.7399,126.0,125.47,125.9983,2828869
2023-01-04 10:30:00,125.99,126.74,125.334,126.6,2750473
2023-01-04 10:45:00,126.5985,127.02,126.585,126.99,2471002
2023-01-04 11:00:00,126.96,127.115,126.5,127.0867,2088713
2023-01-04 11:15:00,127.09,127.5,126.97,127.38,2253557
2023-01-04 11:30:00,127.39,128.44,127.38,128.12,3407396
2023-01-04 11:45:00,128.12,128.14,127.7399,127.77,1749357
2023-01-04 12:00:00,127.77,128.17,127.72,128.0864,1512221
2023-01-04 12:15:00,128.09,128.6557,128.03,128.065,1844230
2023-01-04 12:30:00,128.075,128.22,127.76,127.92,1124897
2023-01-04 12:45:00,127.919,127.919,127.23,127.23,1270344
2023-01-04 13:00:00,127.235,127.3,126.93,127.22,1376606
2023-01-04 13:15:00,127.2199,127.5,127.18,127.2601,1030293
2023-01-04 13:30:00,127.265,127.4884,127.23,127.4172,964507
2023-01-04 13:45:00,127.41,127.48,127.07,127.191,1069981
2023-01-04 14:00:00,127.17,127.87,126.28,126.72,3477195
2023-01-04 14:15:00,126.71,127.34,125.62,125.725,3016051
2023-01-04 14:30:00,125.72,126.1,125.38,125.8018,2788347
2023-01-04 14:45:00,125.81,126.51,125.7,126.4734,2090591
2023-01-04 15:00:00,126.47,126.85,126.24,126.3535,1965013
2023-01-04 15:15:00,126.3501,126.54,125.82,125.8399,2132671
2023-01-04 15:30:00,125.82,125.94,125.28,125.37,2596098
2023-01-04 15:45:00,125.37,126.48,125.28,126.38,4882683
2023-01-05 09:30:00,127.13,127.16,125.32,125.86,5613002
2023-01-05 09:45:00,125.85,127.4891,125.46,127.38,4995536
2023-01-05 10:00:00,127.3699,127.77,126.91,127.1099,3669287
2023-01-05 10:15:00,127.09,127.2,126.64,126.76,2681010
2023-01-05 10:30:00,126.77,126.9499,126.16,126.88,2943035
2023-01-05 10:45:00,126.88,127.03,126.28,126.42,2108908
2023-01-05 11:00:00,126.42,127.0,126.15,126.795,2088956
2023-01-05 11:15:00,126.8,126.9399,126.32,126.5599,1723457
2023-01-05 11:30:00,126.55,126.95,126.43,126.915,2128183
2023-01-05 11:45:00,126.915,127.08,126.62,126.68,1653343
2023-01-05 12:00:00,126.68,126.955,126.5,126.56,1352333
2023-01-05 12:15:00,126.5599,126.6299,126.2,126.5032,1292385
2023-01-05 12:30:00,126.5,126.8,126.3,126.35,1089572
2023-01-05 12:45:00,126.35,126.475,126.18,126.2474,931652
2023-01-05 13:00:00,126.245,126.2686,125.81,125.8179,1339449
2023-01-05 13:15:00,125.81,126.87,125.8001,126.48,2540822
2023-01-05 13:30:00,126.49,127.04,126.45,126.5215,1881027
2023-01-05 13:45:00,126.53,126.56,126.18,126.27,1195432
2023-01-05 14:00:00,126.28,126.47,126.02,126.05,1344445
2023-01-05 14:15:00,126.06,126.22,125.81,125.8887,1147697
2023-01-05 14:30:00,125.89,126.38,125.88,125.93,1644570
2023-01-05 14:45:00,125.92,126.14,125.475,125.48,2445827
2023-01-05 15:00:00,125.485,125.53,125.03,125.165,2384281
2023-01-05 15:15:00,125.1633,125.36,125.03,125.16,2082922
2023-01-05 15:30:00,125.17,125.3,125.0,125.075,2448840
2023-01-05 15:45:00,125.08,125.27,124.76,125.03,5635648
2023-01-06 09:30:00,126.0,127.19,124.89,124.97,6070023
2023-01-06 09:45:00,124.96,126.69,124.92,125.8,3777542
2023-01-06 10:00:00,125.8,127.25,125.8,126.785,4373930
2023-01-06 10:15:00,126.79,127.35,126.25,126.375,2660372
2023-01-06 10:30:00,126.375,127.5,126.3401,127.05,2610878
2023-01-06 10:45:00,127.06,127.51,127.035,127.41,2136941
2023-01-06 11:00:00,127.445,128.04,127.31,127.38,2734482
2023-01-06 11:15:00,127.385,127.646,127.16,127.245,1787798
2023-01-06 11:30:00,127.25,127.69,127.01,127.35,2155018
2023-01-06 11:45:00,127.36,128.02,127.31,127.88,2060642
2023-01-06 12:00:00,127.8899,128.36,127.88,128.18,1931796
2023-01-06 12:15:00,128.185,128.48,128.01,128.3299,1651090
2023-01-06 12:30:00,128.3217,128.39,128.03,128.095,1443007
2023-01-06 12:45:00,128.0991,128.2,127.78,127.96,1294385
2023-01-06 13:00:00,127.96,128.3,127.89,128.1893,1332157
2023-01-06 13:15:00,128.185,128.4,128.06,128.25,1132078
2023-01-06 13:30:00,128.24,128.76,128.24,128.63,1691721
2023-01-06 13:45:00,128.625,128.88,128.53,128.845,1230499
2023-01-06 14:00:00,128.85,129.24,128.7833,129.159,1971350
2023-01-06 14:15:00,129.16,129.55,129.115,129.335,2248827
2023-01-06 14:30:00,129.34,129.86,129.305,129.77,2234996
2023-01-06 14:45:00,129.78,129.99,129.61,129.8491,2026129
2023-01-06 15:00:00,129.85,130.29,129.81,129.995,2938553
2023-01-06 15:15:00,130.0,130.115,129.7,129.81,2147402
2023-01-06 15:30:00,129.815,130.05,129.755,129.8,2525589
2023-01-06 15:45:00,129.8,129.97,129.34,129.5,6354069
2023-01-09 09:30:00,130.48,131.44,130.465,131.05,5025104
2023-01-09 09:45:00,131.05,132.06,131.0458,132.015,3518419
2023-01-09 10:00:00,132.01,132.63,131.971,132.13,3445151
2023-01-09 10:15:00,132.145,132.735,131.96,132.565,3068089
2023-01-09 10:30:00,132.575,132.8375,132.4636,132.735,2233026
2023-01-09 10:45:00,132.73,133.14,132.66,132.74,2441800
2023-01-09 11:00:00,132.74,133.34,132.67,133.2101,2311810
2023-01-09 11:15:00,133.23,133.41,132.97,133.085,2077028
2023-01-09 11:30:00,133.09,133.18,132.8,132.97,1784388
2023-01-09 11:45:00,132.9679,133.12,132.81,132.945,1413133
2023-01-09 12:00:00,132.94,132.955,132.57,132.82,1424082
2023-01-09 12:15:00,132.8101,132.8415,132.6,132.745,1207244
2023-01-09 12:30:00,132.74,132.83,132.25,132.26,1151819
2023-01-09 12:45:00,132.26,132.53,132.255,132.459,1062284
2023-01-09 13:00:00,132.46,132.64,132.26,132.42,1217802
2023-01-09 13:15:00,132.4201,132.569,132.35,132.495,1053537
2023-01-09 13:30:00,132.495,132.5101,131.57,131.62,1901786
2023-01-09 13:45:00,131.62,131.625,131.19,131.395,1882895
2023-01-09 14:00:00,131.39,131.726,131.2411,131.47,2115867
2023-01-09 14:15:00,131.465,131.66,131.3,131.495,1619617
2023-01-09 14:30:00,131.49,131.5667,130.95,131.09,1517874
2023-01-09 14:45:00,131.09,131.16,130.59,130.67,1401037
2023-01-09 15:00:00,130.68,130.82,130.36,130.37,1533054
2023-01-09 15:15:00,130.3661,130.7,130.34,130.445,1566557
2023-01-09 15:30:00,130.45,130.57,130.16,130.5,1778658
2023-01-09 15:45:00,130.51,130.52,129.89,130.19,3582553
2023-01-10 09:30:00,130.28,131.2636,129.795,130.1,4395905
2023-01-10 09:45:00,130.095,130.41,129.51,129.99,3409102
2023-01-10 10:00:00,129.99,130.671,129.61,130.34,2942621
2023-01-10 10:15:00,130.3415,130.8367,129.33,129.41,2795482
2023-01-10 10:30:00,129.4001,129.4001,128.2316,128.2316,2983706
2023-01-10 10:45:00,128.22,129.2,128.12,129.09,2569791
2023-01-10 11:00:00,129.1,129.2,128.8,129.02,1987704
2023-01-10 11:15:00,129.03,129.23,128.73,129.03,1892243
2023-01-10 11:30:00,129.02,129.19,128.77,128.925,1312371
2023-01-10 11:45:00,128.92,129.08,128.66,128.88,1613180
2023-01-10 12:00:00,128.87,129.24,128.45,129.16,1736393
2023-01-10 12:15:00,129.15,129.24,128.97,129.12,1271746
2023-01-10 12:30:00,129.11,129.82,129.0517,129.58,1493521
2023-01-10 12:45:00,129.57,129.86,129.47,129.73,1003492
2023-01-10 13:00:00,129.73,130.0,129.61,129.665,1838773
2023-01-10 13:15:00,129.66,129.78,129.42,129.6599,1378739
2023-01-10 13:30:00,129.6501,130.01,129.57,129.81,1215419
2023-01-10 13:45:00,129.805,130.27,129.795,130.225,1924753
2023-01-10 14:00:00,130.23,130.69,130.23,130.44,1898998
2023-01-10 14:15:00,130.435,130.535,130.18,130.3612,1402732
2023-01-10 14:30:00,130.37,130.42,130.05,130.105,1117021
2023-01-10 14:45:00,130.105,130.2,129.98,130.115,1185254
2023-01-10 15:00:00,130.115,130.135,129.76,130.025,1511889
2023-01-10 15:15:00,130.02,130.25,130.0,130.15,1355369
2023-01-10 15:30:00,130.14,130.37,130.01,130.1002,1458131
2023-01-10 15:45:00,130.1,130.75,130.0329,130.75,3453530
2023-01-11 09:30:00,131.24,131.59,130.46,130.88,4522200
2023-01-11 09:45:00,130.87,131.53,130.57,130.8781,2976233
2023-01-11 10:00:00,130.895,131.49,130.49,131.36,2645272
